question,response
List all heads of the government of Wassenaar from 2017 to 2020 ,"Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter"
List all sports teams Peter Sagan played for from 2010 to 2020.,Peter Sagan
List all positions Adrian Dix held from 2011 to 2014.,Adrian Dix was the Chief Executive Officer of the City of Toronto from 2011 to 2014.
"List all coaches of FC Viktoria Plzeň, also known as Viktoria Plzen, from 2017 to 2020","List all coaches of FC Viktoria Plze, also known as Viktoria Plzen from 2017 to 2020"
List all employers Daniel J. Myers worked for from 2010 to 2020.,Daniel J. Myers
"List all positions Seán Barrett, also known as Sean Barrett, held from 2010 to 2020.","Seán Barrett, also known as Sean Barrett, was the Minister for Justice and Equality from 2010 to 2020."
"List all sports teams Roberto Carlos, also known as Roberto Carlos da Silva Rocha, played for from 2010 to 2016.",Brazil national football team
"List all coaches of VfB Stuttgart, also known as Verein für Bewegungsspiele Stuttgart 1893 e. V., from 2010 to 2020",VfB Stuttgart
"List all sports teams Clinton Morrison, also known as Clinton Hubert Morrison, played for from 2010 to 2014.",New York Knicks
"List all employers Alfonso Valencia, also known as Alfonso Valencia Herrera, worked for from 2017 to 2020.",Alfonso Valencia
"List all employers Melanie Wood, also known as Melanie Matchett Wood, worked for from 2010 to 2020.",Woods
"List all positions Peter Mandelson, also known as Peter Benjamin Mandelson, Baron Mandelson of Foy, held from 2010 to 2010.",Prime Minister of the United Kingdom
"List all sports teams Ruud van Nistelrooy, also known as Rutgerus Johannes Martinus van Nistelrooy, played for from 2010 to 2012.",Amsterdam Red Bulls
List all chairpersons of Liberal Youth of Sweden from 2010 to 2019,List of Liberal Youth of Sweden chairpersons from 2010 to 2019
List all entities that owned Linha da Beira Alta from 2010 to 2020.,Linha da Beira Alta
"List all chairpersons of Moderate Party, also known as Moderates, from 2010 to 2020","List of chairpersons of Moderate Party, also known as Moderates, from 2010 to 2020"
"List all heads of the government of Ilocos Norte, also known as Province of Ilocos Norte, from 2010 to 2020 ","List of heads of the government of Ilocos Norte, also known as Province of Ilocos Norte, from 2010 to 2020"
"List all political parties Vernon Tava, also known as Vernon Ivan Tava, was a member of from 2010 to 2020.","Tava, Vernon Ivan"
List all employers Motohiro Yogo worked for from 2010 to 2020.,Motohiro Yogo
List all coaches of FC Chita from 2010 to 2020,List of FC Chita coaches from 2010 to 2020
"List all coaches of AFC Ajax, also known as Ajax, from 2010 to 2020","AFC Ajax, also known as Ajax, from 2010 to 2020"
List all positions Mark Leonard Bartchak held from 2011 to 2020.,Mayor of New York City
"List all heads of the government of Belgium, also known as Kingdom of Belgium, from 2014 to 2020 ","Nicolas Sarkozy, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande, François Hollande,"
"List all sports teams Tim Paine, also known as Timothy David Paine, played for from 2010 to 2020.",Melbourne Victory
List all employers Lieven Scheire worked for from 2010 to 2020.,Lieven Scheire
List all employers Hanna Pickard worked for from 2015 to 2020.,Hanna Pickard
List all coaches of SC Kriens from 2011 to 2020,"Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boudou, Thierry Boud"
"List all positions Rafael Correa, also known as Rafael Vicente Correa Delgado, held from 2010 to 2017.",President of the Republic of Chile
List all political parties Ghulam Rasool Sahi was a member of from 2010 to 2020.,Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek Insaf Pakistan Pakistan Tehreek
List all employers Frank Heinricht worked for from 2010 to 2020.,Frank Heinricht
List all employers Henriette Reker worked for from 2010 to 2015.,Henriette Reker
"List all positions Luis Almagro, also known as Luis Leonardo Almagro Lemes, held from 2010 to 2020.",President of the Senate
"List all coaches of FC Dinamo Tbilisi, also known as Dinamo Tbilisi, from 2012 to 2020","List all coaches of FC Dinamo Tbilisi, also known as Dinamo Tbilisi from 2012 to 2020"
"List all coaches of F.C. Ashdod, also known as Moadon Sport Ashdod, from 2018 to 2020","List all coaches of F.C. Ashdod, also known as Moadon Sport Ashdod, from 2018 to 2020"
"List all positions Íñigo Méndez de Vigo Montojo, also known as Inigo Mendez de Vigo, held from 2010 to 2018.",igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vigo Montojo igo Méndez de Vig
"List all educational institutions Paul Edward Montgomery Ramirez, also known as Paul Edward Montgomery Ramírez, attended from 2010 to 2019.","University of California, Berkeley"
"List all educational institutions Brock Turner, also known as Brock Allen Turner, attended from 2010 to 2015.",University of Oklahoma
List all sports teams Ali Ashfaq played for from 2010 to 2020.,Pakistan national football team
"List all positions Ewa Kopacz, also known as Ewa Bożena Kopacz, held from 2011 to 2020.",Ewa Kopacz
"List all sports teams Paulo Dybala, also known as Paulo Exequiel Dybala, played for from 2011 to 2020.",Argentine national football team
"List all positions Robert C. O'Brien, also known as Robert O'Brien, held from 2018 to 2020.",Governor of New York
"List all positions Kristalina Georgieva, also known as Kristalina Ivanova Georgieva-Kinova, held from 2010 to 2019.",President of the Republic of Bulgaria
List all employers Dipyaman Ganguly worked for from 2010 to 2012.,Kolkata Knight Riders
List all heads of the government of Kvinnherad Municipality from 2010 to 2020 ,Kvinnherad Municipality
"List all heads of the government of Cameroon, also known as 🇨🇲, from 2010 to 2020 ",Cameroon
List all coaches of Lyngby Boldklub from 2017 to 2020,Lyngby Boldklub
"List all chairpersons of Senedd, also known as Welsh National Assembly, from 2010 to 2020","Thomas Phelan, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas, David Thomas"
"List all employers Steve Alford, also known as Stephen Todd ""Steve"" Alford, worked for from 2010 to 2020.","Alford, Steve"
List all sports teams Jeroen Zoet played for from 2010 to 2020.,Jeroen Zoet
"List all coaches of L.A.S.K. Linz, also known as LASK Linz, from 2011 to 2020","L.A.S.K. Linz, also known as LASK Linz, is a professional ice hockey team based in Linz, Austria."
"List all positions Lenín Moreno, also known as Lenin, held from 2010 to 2020.",Lenn Moreno
"List all employers Segenet Kelemu, also known as Dr. Segenet Kelemu, worked for from 2010 to 2020.",University of Maryland School of Medicine
"List all employers Jessica Ware, also known as Jessica L. Ware, worked for from 2010 to 2020.",NBCUniversal
"List all sports teams Gilbert Arenas, also known as Gilbert Jay Arenas,Jr., played for from 2010 to 2020.",Washington Wizards
"List all chairpersons of The CW, also known as The CW Television Network, from 2010 to 2020","List of chairpersons of The CW, also known as The CW Television Network, from 2010 to 2020"
"List all positions Asad Umer, also known as Asad Umar, held from 2010 to 2019.","Asad Umer, also known as Asad Umar, was a Pakistani politician"
"List all political parties Syed Saddiq Abdul Rahman, also known as Syed Saddiq, was a member of from 2016 to 2020.","Syed Saddiq Abdul Rahman Syed Saddiq Abdul Rahman (born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddiq Abdul Rahman, born Syed Saddi"
"List all coaches of KÍ Klaksvík, also known as KI Klaksvik, from 2012 to 2020","List all coaches of K Klaksvk, also known as KI Klaksvik from 2012 to 2020"
"List all positions Nia Griffith, also known as Nia Rhiannon Griffith, held from 2015 to 2020.","Nia Griffith, also known as Nia Rhiannon Griffith, was the first female Welsh minister"
"List all positions Joe Manchin, also known as Joseph Manchin III, held from 2010 to 2020.",Senator
List all political parties Paolo Alli was a member of from 2010 to 2020.,Democratic Party
List all coaches of FC Taraz from 2011 to 2018,List of FC Taraz coaches from 2011 to 2018
"List all entities that owned Next TV, also known as nexttv.com.tw, from 2010 to 2020.",Next TV
"List all chairpersons of Associated British Foods, also known as Associated British Foods plc, from 2010 to 2020",John Donnelly
