question,response,examples
"List all sports teams Jari Litmanen, also known as Jari Olavi Litmanen, played for from 2010 to 2011.","Jari Litmanen (2010, 2011, 2012); Jari Litmanen (2010, 2011, 2012); Jari Litmanen (2010, 2011, 2012); Jari Litmanen (2010, 2011, 2012); Jari Litmanen (2010, 2011, 2012); Jari Litmanen (2010, 2012, 2013, 2014); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2012, 2013, 2014); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2012, 2013, 2014); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2012, 2013, 2014); Jari Litmanen (2010, 2011); Jari Litmanen (2010, 2012","Example:
  Question: List all sports teams Jarryd Hayne, also known as Jarryd Lee Hayne, played for from 2010 to 2014.
  Answer: Australia national rugby league team (2010, 2011, 2012, 2013, 2014); Parramatta Eels (men's rugby league) (2010, 2011, 2012, 2013, 2014)
Example:
  Question: List all sports teams Moses Ashikodi played for from 2010 to 2020.
  Answer: Kettering Town F.C. (2010, 2011, 2012); Ebbsfleet United F.C. (2010, 2012, 2013); York City F.C. (2011, 2012); Antigua and Barbuda national football team (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Margate F.C. (2013); Farnborough F.C. (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Enfield Town F.C. (2013); Eastbourne Borough F.C. (2014); Cray Wanderers F.C. (2014, 2015); Maldon & Tiptree football club (2014, 2015); Hornchurch F.C. (2014); Walton Casuals F.C. (2015); Carshalton Athletic F.C. (2015); Walton & Hersham F.C. (2015); East Grinstead Town F.C. (2016)
Example:
  Question: List all sports teams Michael Essien played for from 2010 to 2020.
  Answer: Ghana national football team (2010, 2011, 2012, 2013, 2014); Chelsea F.C. (2010, 2011, 2012, 2013, 2014); Real Madrid CF (2012, 2013); AC Milan (2014, 2015); Panathinaikos F.C. (2015, 2016); Persib Bandung (2017, 2018); Səbail FK (2019, 2020)"
"List all chairpersons of Democratic Left Alliance, also known as SLD, from 2010 to 2020","Martin Schulz (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Claude Meisch (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Xavier Bettel (2016, 2017, 2018, 2019, 2020); Norovyn Altankhuyag (2016, 2017, 2018, 2019, 2020); Rosy Bindi (2016, 2017, 2018, 2019, 2020); Gianni Cuperlo (2016, 2017, 2018, 2019, 2020); Gianni Cuperlo (2020)","Example:
  Question: List all chairpersons of Democratic and Republican Left, also known as GDR, from 2010 to 2020
  Answer: Jean-Claude Sandrier (2010, 2011); Roland Muzeau (2011, 2012); André Chassaigne (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all chairpersons of Progressive Alliance of Socialists and Democrats, also known as S&D, from 2010 to 2020
  Answer: Martin Schulz (2010, 2011, 2012, 2014); Hannes Swoboda (2012, 2013, 2014); Gianni Pittella (2014, 2015, 2016, 2017, 2018); Udo Bullmann (2018, 2019); Iratxe García (2019, 2020)
Example:
  Question: List all chairpersons of Democratic Party, also known as Partito Democratico, from 2010 to 2020
  Answer: Renhō (2016, 2017); Katsuya Okada (2016); Seiji Maehara (2017); Kohei Otsuka (2017, 2018, 2019, 2020); Claude Meisch (2010, 2011, 2012, 2013); Xavier Bettel (2013, 2014, 2015); Corinne Cahen (2015, 2016, 2017, 2018, 2019, 2020); Norovyn Altankhuyag (2010, 2011, 2012, 2013, 2014); Zandaakhüügiin Enkhbold (2014, 2015, 2016, 2017, 2018, 2019, 2020); Rosy Bindi (2010, 2011, 2012, 2013); Gianni Cuperlo (2013, 2014); Matteo Orfini (2014, 2015, 2016, 2017, 2018, 2019); Paolo Gentiloni (2019, 2020)"
List all educational institutions Teaira McCowan attended from 2010 to 2019.,"University of California, Berkeley (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2019, 2020); University of California, Berkeley (2019, 2020); University of California, Berkeley (2020, 2020); University of California, Berkeley (2019, 2020); University of California, Berkeley (2020, 2020)","Example:
  Question: List all educational institutions Kalani Brown attended from 2011 to 2019.
  Answer: Salmen High School (2011, 2012, 2013, 2014, 2015); Baylor University (2015, 2016, 2017, 2018, 2019)
Example:
  Question: List all educational institutions Nathan Rourke attended from 2012 to 2020.
  Answer: Holy Trinity Catholic Secondary School (2012, 2013, 2014, 2015); Edgewood Academy (2015, 2016); Fort Scott Community College (2016, 2017); Ohio University (2017, 2018, 2019, 2020)
Example:
  Question: List all educational institutions Sonja Kovač attended from 2010 to 2020.
  Answer: Faculty of Law of the University of Zagreb (2010, 2011, 2012); New York Film Academy (2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Charles Kauvu Abel, also known as Charles Abel, was a member of from 2010 to 2020.","The People of Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The People of Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The People of Freedom (2010, 2018, 2019, 2020); The People of Freedom (2020)","Example:
  Question: List all political parties Arturo Scotto was a member of from 2010 to 2020.
  Answer: Left, Ecology and Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Article 1 – Democratic and Progressive Movement (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Muhammadu Buhari, also known as baba buhari, was a member of from 2010 to 2020.
  Answer: Congress for Progressive Change (2010, 2011, 2012, 2013, 2014, 2015); All Progressives Congress (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Donato Bruno was a member of from 2010 to 2020.
  Answer: The People of Freedom (2010, 2011, 2012, 2013); Forza Italia (2013) (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Qatar, also known as qa, from 2010 to 2020 ","Qatari Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); President of the People's Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Prime Minister of the People's Party (2020)","Example:
  Question: List all heads of the government of Ukraine, also known as UA, from 2010 to 2020 
  Answer: Yulia Tymoshenko (2010); Mykola Azarov (2010, 2011, 2012, 2013, 2014); Serhiy Arbuzov (2014); Arseniy Yatsenyuk (2014, 2015, 2016); Volodymyr Groysman (2016, 2017, 2018, 2019); Oleksiy Honcharuk (2019, 2020); Denys Shmyhal (2020)
Example:
  Question: List all heads of the government of Lebanon, also known as 🇱🇧, from 2016 to 2020 
  Answer: Saad Hariri (2016, 2017, 2018, 2019, 2020); Hassan Diab (2020)
Example:
  Question: List all heads of the government of Iran, also known as 🇮🇷, from 2010 to 2020 
  Answer: Mahmoud Ahmadinejad (2010, 2011, 2012, 2013); Hassan Rouhani (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Sergio Agüero, also known as Sergio Leonel Agüero del Castillo, played for from 2010 to 2020.","AZ Alkmaar (2010, 2011, 2012, 2013, 2014); AZ Alkmaar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); AZ Alkmaar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); AZ Alkmaar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); AZ Alkmaar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); AZ Alkmaar (2010, 2020)","Example:
  Question: List all sports teams Sergio Romero, also known as Sergio Germán Romero, played for from 2010 to 2020.
  Answer: AZ Alkmaar (2010, 2011); U.C. Sampdoria (2011, 2012, 2013, 2014, 2015); AS Monaco FC (2013, 2014); Manchester United F.C. (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Ricardo Rodriguez, also known as Ricardo Ivan Rodriguez Araya, played for from 2010 to 2020.
  Answer: FC Zürich (2010, 2011, 2012); Switzerland national under-18 football team (2010); Switzerland national under-17 football team (2010, 2011); Switzerland national under-19 association football team (2010, 2011); Switzerland national association football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Switzerland national under-23 football team (2012); VfL Wolfsburg (2012, 2013, 2014, 2015, 2016, 2017); AC Milan (2017, 2018, 2019, 2020); Torino Football Club (2020); PSV Eindhoven (2020)
Example:
  Question: List all sports teams Ricardo Carvalho, also known as Ricardo Alberto Silveira de Carvalho, played for from 2010 to 2017.
  Answer: Real Madrid CF (2010, 2011, 2012, 2013); Chelsea F.C. (2010); AS Monaco FC (2013, 2014, 2015, 2016); Shanghai Port F.C. (2017)"
List all sports teams Fabio Borini played for from 2010 to 2020.,"Fabio Borini (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Fabio Borini (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Fabio Borini (2010, 2011, 2018, 2019, 2020)","Example:
  Question: List all sports teams Leonardo Bonucci played for from 2010 to 2020.
  Answer: Juventus FC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); SSC Bari (2010); Italy national association football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); AC Milan (2017, 2018)
Example:
  Question: List all sports teams Laurent Koscielny played for from 2010 to 2020.
  Answer: Arsenal F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); F.C. Lorient (2010); France national association football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); FC Girondins de Bordeaux (2019, 2020)
Example:
  Question: List all sports teams David Villa played for from 2010 to 2020.
  Answer: Valencia CF (2010); FC Barcelona (2010, 2011, 2012, 2013); Spain national association football team (2010, 2011, 2012, 2013, 2014); Atlético Madrid (2013, 2014); New York City FC (2014, 2015, 2016, 2017, 2018); Melbourne City FC (2014); Vissel Kobe (2019, 2020)"
"List all entities that owned Havas, also known as Havas Group, from 2010 to 2020.","Havas Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Havas Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Havas Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Havas Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all entities that owned Salvator Mundi from 2010 to 2020.
  Answer: Alexander Parish (2010, 2011, 2012, 2013); Dmitry Rybolovlev (2013, 2014, 2015, 2016, 2017); Abu Dhabi Department of Culture and Tourism (2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Lycos, also known as Lycos, Inc., from 2010 to 2020.
  Answer: Brightcom Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Daum (2010)
Example:
  Question: List all entities that owned Com Hem from 2010 to 2020.
  Answer: Carlyle Group (2010, 2011); Providence Equity Partners (2010, 2011); BC Partners (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Roberta Anastase, also known as Roberta Alma Anastase, was a member of from 2010 to 2020.","The Green Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); the Democratic Party (2010, 2011, 2018, 2019, 2020); the Democratic Party (2020)","Example:
  Question: List all political parties Michèle Rubirola was a member of from 2010 to 2020.
  Answer: The Ecologists (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The Greens (2010)
Example:
  Question: List all political parties Gabriela Pazmiño was a member of from 2010 to 2020.
  Answer: Ecuadorian Roldosist Party (2010, 2011, 2012, 2013, 2014); Fuerza Ecuador (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Carol Antonio Altamirano was a member of from 2010 to 2020.
  Answer: Party of the Democratic Revolution (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); National Regeneration Movement (2018, 2019, 2020)"
List all educational institutions Evelyn Akhator attended from 2013 to 2017.,"University of California, Berkeley (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2019, 2020); University of California, Berkeley (2019, 2020); University of California, Berkeley (2020, 2020)","Example:
  Question: List all educational institutions Kristina Vaculik attended from 2010 to 2019.
  Answer: Stanford University (2010, 2011, 2012, 2013, 2014, 2015); University of Toronto Scarborough (2015, 2016); University of British Columbia (2017, 2018, 2019)
Example:
  Question: List all educational institutions AnnaSophia Robb attended from 2010 to 2018.
  Answer: Arapahoe High School (2010, 2011, 2012); New York University (2014, 2015, 2016, 2017, 2018)
Example:
  Question: List all educational institutions Sampa Das attended from 2010 to 2020.
  Answer: IIT Bombay (2010, 2011, 2012); Purdue University (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Chris Lewington, also known as Christopher John Lewington, played for from 2010 to 2020.","Manchester City F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Manchester City F.C. (2019, 2020); Manchester City F.C. (2019, 2020); Manchester City F.C. (2020)","Example:
  Question: List all sports teams Chris Porter, also known as Christopher John Porter, played for from 2010 to 2020.
  Answer: Derby County F.C. (2010, 2011); Sheffield United F.C. (2011, 2012, 2013, 2014, 2015); Chesterfield F.C. (2013); Shrewsbury Town F.C. (2013); Colchester United F.C. (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Chris Smith, also known as Christopher Alan Smith, played for from 2010 to 2018.
  Answer: York City F.C. (2010, 2011, 2012, 2013, 2014); Mansfield Town F.C. (2010, 2011); Tamworth F.C. (2010, 2015); Alfreton Town F.C. (2014, 2015); FC Halifax Town (2014); South Normanton Athletic F.C. (2015, 2016); Heanor Town F.C. (2016, 2017); Pinxton F.C. (2017, 2018)
Example:
  Question: List all sports teams Chris Young, also known as Christopher Brandon Young, played for from 2010 to 2020.
  Answer: San Diego Padres (2010); New York Mets (2011, 2012); Washington Nationals (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Malmö FF Herr from 2014 to 2020,"Malmö FF Herr (2014, 2015, 2016, 2017, 2018, 2019, 2020); FF Herr (2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all coaches of FC Nordsjælland from 2016 to 2020
  Answer: Kasper Hjulmand (2016, 2017, 2018, 2019); Flemming Pedersen (2019, 2020)
Example:
  Question: List all coaches of Pogoń Szczecin from 2013 to 2020
  Answer: Dariusz Wdowczyk (2013, 2014); Kosta Runjaić (2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of FK Sutjeska Nikšić from 2012 to 2020
  Answer: Dragan Radojičić (2012, 2013, 2014, 2020); Nikola Rakojević (2017, 2018, 2019, 2020)"
"List all chairpersons of PEN International, also known as PEN, from 2010 to 2020","PEN International (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); PEN International (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); PEN International (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); PEN International (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all chairpersons of European Movement International, also known as EMI, from 2010 to 2020
  Answer: Pat Cox (2010, 2011); Jo Leinen (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all chairpersons of Left Alliance, also known as Vasemmistoliitto, from 2010 to 2020
  Answer: Paavo Arhinmäki (2010, 2011, 2012, 2013, 2014, 2015, 2016); Li Andersson (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all chairpersons of Economic and Financial Committee, also known as EFC, from 2010 to 2020
  Answer: Thomas Wieser (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Vittorio Grilli (2011, 2012)"
"List all political parties Hsu Yung-ming, also known as Xu Yongming, was a member of from 2015 to 2020.","Xu Yongming (2015, 2016, 2017, 2018, 2019, 2020); Xu Yongming (2020)","Example:
  Question: List all political parties Yang Chiu-hsing, also known as Yang Qiuxing, was a member of from 2010 to 2020.
  Answer: Democratic Progressive Party (2010); independent politician (2010, 2011, 2012, 2013); Kuomintang (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Cheng Yung-chin was a member of from 2010 to 2020.
  Answer: independent politician (2010, 2011, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Kuomintang (2011, 2012, 2013, 2014)
Example:
  Question: List all political parties Richard Yung was a member of from 2010 to 2020.
  Answer: Socialist Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Renaissance (2016, 2017, 2018, 2019, 2020)"
List all entities that owned Bauer Swansea & South West Wales from 2010 to 2020.,"Bauer Swansea & South West Wales (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Bauer Swansea & South West Wales (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Bauer Swansea & South West Wales (2019, 2020)","Example:
  Question: List all entities that owned Capital South Wales, also known as Cardiff Broadcasting Company, from 2010 to 2020.
  Answer: Global (2010, 2011, 2012, 2013, 2014); Bauer Media Audio Ireland (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Queensland Motorways from 2010 to 2020.
  Answer: Queensland Government (2010, 2011); Queensland Investment Corporation (2011, 2012, 2013, 2014); Transurban (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Ruptly from 2010 to 2020.
  Answer: RT (2010, 2011, 2012, 2013); Rossiya Segodnya (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
